title,movie_id,crew,tags
roadside romeo,20653,,"animation, family, foreignthi is the stori of romeo. a dude who wa live the life. he had the work - the mansion to live in, the chick to parti with and the car to be driven around in. until one day, the famili he wa the favourit pet of, decid to move and left him back, abandon on the mean street of mumbai. romeo is now face with situat he ha never been in before. he encount four strays, who scare the daylight out of him. but soon, he smooth talk hi way into their heart and he make friends. then, romeo find love! he encount the beautiful, ravish laila, the most beauti girl he ha ever seen - and he lose hi heart to her at first sight. finally, he encount a villain! the dread don of the area - charli anna. the don who everyon is scare of. so hop on to the adventur as romeo, win friendship, love and a new life - in spite of charli anna and hi gang!saif ali khan, kareena kapoor, jave jaffrey"
this thing of ours,67373,Danny Provenzano,"drama, action, thrillerheist mafia internetus the internet and global satellites, a group of gangster pull off the biggest bank heist in the mafia' history.jam caan, jame caan, frank vincent"
the lost medallion: the adventures of billy stone,171759,Bill Muir,"adventure, familya man who stop into a foster home to drop off some donat soon tell the kid a stori about two teenag friend who uncov a long-lost medallion that transport them back in time.william brent, sammi hanratty, jame hong"
the last five years,206296,Richard LaGravenese,"comedy, drama, music, romancewife, musical, marriage, divorcein new york, a struggl actress and a success writer sing about their fail marriag from two perspectives.anna kendrick, jeremi jordan, natali knepp"
the missing person,35219,Noah Buschel,"comedy, drama, mystery, thrillerdetective, independ film, train, alcoholic, miss personpriv detect john rosow is hire to tail a man on a train from chicago to lo angeles. rosow gradual uncov the man' ident as a miss person; one of the thousand presum dead after the 9/11 terrorist attack on the world trade center. persuad by a larg reward, rosow is charg with bring the miss person back to hi wife in new york city.michael shannon, ami ryan, frank wood"
return of the living dead 3,28260,Brian Yuzna,"comedy, scienc fiction, romance, horrorgang, zombiecolonel reynold and hi group of govern scientist continu their work on re-anim the dead for militari use. hi son curt use a stolen secur pass to sneak in with hi thrill-seek girlfriend julie, with shocking, deadli results!melinda clarke, j. trevor edmond, kent mccord"
london,7515,Hunter Richards,"drama, action, romancenew york, celebrationlondon is a drug laden adventur that center on a parti in a new york loft where a young man is tri to win back hi ex-girlfriend.chri evans, jessica biel, joy bryant"
sherrybaby,13075,Laurie Collyer,"dramaindepend film, mother daughter relationship, woman directoraft serv time in prison, former drug addict sherri swanson return home to reclaim her young daughter from famili member who have been rais the child. sherry' family, especi her sister-in-law, doubt sherry' abil to be a good mother, and sherri find her resolv to stay clean slowli weakening.maggi gyllenhaal, michel hurst, sandra rodríguez"
circle,335866,"Aaron Hann, Mario Miscione","horror, scienc fictionsurvival, execution, stranger, no memorycould you trust a juri of your peer with your life? the contest of a mysteri death game must make harrow decis as they strateg for surviv in thi psycholog sci-fi thriller.juli benz, carter jenkins, cesar garcia"
eden lake,13510,James Watkins,"horror, thrillerbeach, wife husband relationship, lake, camping, rottweiler, sadism, forest, revenge, survival, fear, violence, couple, gang violence, teenag killereden lake is a relentlessli tens and immacul pace horror-thril about modern youth gone wild. when a young coupl goe to a remot wood lake for a romant getaway, their quiet weekend is shatter by an aggress group of local kids. rowdi quickli turn to rage as the teen terror the coupl in unimagin ways, and a weekend outing becom a bloodi battl for survival.kelli reilly, michael fassbender, tara elli"
plush,215881,Catherine Hardwicke,"thrillerwoman directora young singer/songwriter, despit be married, becom involv with her new guitarist, who she soon discov ha a dark past and may be a danger to her and those close to her.emili browning, xavier samuel, cam gigandet"
lesbian vampire killers,18238,Phil Claydon,"horror, comedyfemal nudity, horror, dark comedy, femal homosexuality, femal vampirewith their women have been enslav by a pack of lesbian vampires, the remain menfolk of a rural town send two hapless young lad out onto the moor as a sacrifice.jam corden, mathew horne, paul mcgann"
gangster's paradise: jerusalema,22600,Ralph Ziman,"drama, action, crime, foreignhearing, gang of thieves, organ crimethi south african movi track the rise of a once-petti crimin to the height of the crimin underworld. after cut hi teeth on hijacking, befor move onto bigger game, an ambiti man hit a setback when most of hi gang are shot.daniel buckland, robert hobbs, rapulana seiphemo"
freeze frame,12612,John Simpson,"thriller, drama, crimeloss of family, camcorder, alibi, suspect, murdersean veil is an ultra paranoid murder suspect who take to film himself round the clock to provid an alibi, just in case he' ever accus of anoth crime. problem aris howev when the polic do come call and the one tape that can prove hi innoc ha mysteri disappeared.le evans, sean mcginley, ian mcneic"
grave encounters,50698,"Colin Minihan, Stuart Ortiz","thriller, horrorcamcorder, reality, insan asylum, paranormal, haunting, psychiatr hospital, ghost hunting, paranorm investigation, labyrinth, mental asylum, found footagea crew from a paranorm realiti televis show lock themselv in a haunt psychiatr hospital. they search for evid of paranorm activ as they shoot what end up becom their final episode.sean rogerson, juan riedinger, ashleigh gryzko"
stitches,115210,Conor McMahon,"horrorslapstick, teen angst, slaughter, dark comedy, supernatur being, killer clown, reveng killingth clumsi and unfunni clown richard ""stitches"" grindl entertain at the 10th birthday parti of littl tom, but the boy and hi friend play a prank with stitches, tie hi shoelaces. stitch slips, fall and dies. six year later, tom give a birthday parti for hi friend at home, but stitch reviv to haunt the teenag and reveng hi death.ross noble, tommi knight, gemma-leah devereux"
nine dead,34335,Chris Shadley,"crime, drama, horror, thrillerkidnapping, murder, suspensecommun is the key to the surviv for nine stranger who have been kidnap by a mask gunman and told that one of them will die everi ten minut until they discov how they are all connected. who of the nine live and who dies?melissa joan hart, john terry, chip bent"
bananas,11302,Woody Allen,"comedyrevolution, polit activism, loserwhen a bumbl new yorker is dump by hi activist girlfriend, he travel to a tini latin american nation and becom involv in it latest rebellion.woodi allen, louis lasser, carlo montalbán"
supercapitalist,119458,Simon Yin,"thrillera maverick new york hedg fund trader with uncanni analyt abil move to hong kong and orchestr a mega-d that swiftli escal beyond hi control.linu roache, derek ting, richard ng"
rockaway,20406,"Jeff Crook, Josh Crook","action, adventure, dramatran is a decor war hero just ship home to the state from afghanistan after the brutal murder of hi wife and child back in rockaway, queens. upon hi return, trane encount hi old friend dave, who describ the new forc of crime and prostitut that have move into their neighborhood and caus the destruct of hi family.nichola gonzalez, mario cimarro, oleg taktarov"
the lady from shanghai,3766,Orson Welles,"crime, drama, mysterynew york, san francisco, aquarium, shanghai, yacht, romant rivalry, insur fraud, court, blonde, suspense, classic noir, film noira romant drifter get caught between a corrupt tycoon and hi voluptu wife.rita hayworth, orson welles, everett sloan"
